Season,District,Taluka,Village,Crop_Variety,Soil_Type,Farm_Area_hectares,Rainfall_mm,Avg_Temp_C,Avg_Humidity_pct,Row_Spacing_cm,Plant_Spacing_cm,Yield_kg_hectare,Sowing_Recommended
Kharif,Wardha,Arvi,Deoli,Cotton (NH-615),Medium Black,6.57,1077,28.2,73,80,26,1333,Yes
Kharif,Buldhana,Chikhli,Jalgaon Jamod,Soybean (MACS-450),Shallow Black,4.07,516,29.6,61,49,8,0,No
Rabi,Osmanabad,Osmanabad City,Paranda,Chickpea (Digvijay),Shallow Black,7.54,228,26.8,48,20,8,0,No
Rabi,Ratnagiri,Chiplun,Dapoli,Sunflower (KBSH-53),Shallow Black,2.79,222,28.1,57,54,29,0,No
Rabi,Pune,Baramati,Vadgaon,Chickpea (Digvijay),Deep Black,8.0,278,23.4,69,32,6,1915,Yes
Rabi,Jalgaon,Bhusawal,Amalner,Sunflower (KBSH-53),Laterite,4.6,158,24.4,54,63,30,0,No
Kharif,Pune,Indapur,Nimbut,Soybean (MAUS-71),Laterite,6.82,1121,25.1,69,40,3,888,Yes
Rabi,Nanded,Hadgaon,Hadgaon Town,Sunflower (BSH-1),Clay Loam,8.22,435,21.4,71,55,33,1652,Yes
Rabi,Satara,Wai,Wai Town,Sorghum (CSH-16),Deep Black,6.75,298,22.0,56,37,13,0,No
Kharif,Jalna,Badnapur,Badnapur Town,Pearl Millet (DHANASHREE),Medium Black,8.7,731,29.8,68,51,14,872,Yes
Rabi,Latur,Udgir,Udgir Town,Safflower (A-1),Deep Black,5.49,213,25.9,59,42,14,0,No
Rabi,Buldhana,Chikhli,Malkapur,Sunflower (KBSH-53),Laterite,11.53,225,25.0,59,66,30,737,Yes
Rabi,Amravati,Chandur,Achalpur,Safflower (PBNS-12),Laterite,10.12,370,23.8,65,40,15,753,Yes
Rabi,Thane,Palghar,Shahapur,Safflower (A-1),Laterite,10.15,262,25.4,46,42,13,0,No
Rabi,Aurangabad,Vaijapur,Kannad,Chickpea (Digvijay),Deep Black,10.68,384,25.7,62,31,9,1960,Yes
Rabi,Wardha,Hinganghat,Ashti,Sunflower (BSH-1),Deep Black,11.84,411,23.6,61,57,31,1856,Yes
Rabi,Ahmednagar,Sangamner,Sangamner Town,Sorghum (CSH-16),Laterite,6.56,228,20.0,67,46,15,0,No
Kharif,Kolhapur,Karvir,Kolhapur Rural,Soybean (JS-335),Laterite,2.69,783,30.4,77,45,3,1940,Yes
Rabi,Kolhapur,Karvir,Panhala,Sorghum (CSH-16),Medium Black,7.85,416,22.9,74,47,13,2323,Yes
Kharif,Amravati,Morshi,Daryapur,Cotton (NH-615),Medium Black,7.37,1035,27.1,68,70,26,1261,Yes
Kharif,Sangli,Miraj,Miraj Town,Rice (SAHABHAGI),Clay Loam,11.49,602,25.3,79,22,13,2240,Yes
Rabi,Nanded,Bhokar,Bhokar Town,Chickpea (JG-16),Clay Loam,1.62,358,23.5,72,33,10,1964,Yes
Kharif,Yavatmal,Digras,Darwha,Groundnut (JL-24),Shallow Black,6.61,840,33.7,84,34,15,0,No
Kharif,Jalna,Ambad,Bhokardan,Pigeonpea (BSMR-736),Deep Black,8.41,804,32.7,62,60,19,0,No
Kharif,Solapur,Barshi,Karmala,Soybean (MAUS-71),Shallow Black,3.2,586,34.5,71,40,6,1646,Yes
Kharif,Wardha,Hinganghat,Seloo,Rice (SAHABHAGI),Medium Black,8.35,996,34.9,82,28,14,0,No
Rabi,Pune,Baramati,Shirwal,Chickpea (Digvijay),Shallow Black,7.51,300,21.9,56,40,9,1795,Yes
Kharif,Satara,Karad,Phaltan,Pigeonpea (BSMR-736),Laterite,10.46,1022,31.3,84,60,20,0,No
Kharif,Ahmednagar,Sangamner,Sangamner Town,Pearl Millet (ICTP-8203),Laterite,9.39,690,28.1,77,46,16,0,No
Rabi,Mumbai,Mumbai Suburban,Kandivali,Sorghum (CSH-16),Shallow Black,2.38,207,22.6,54,44,17,0,No
Kharif,Jalna,Badnapur,Jafrabad,Pearl Millet (ICTP-8203),Deep Black,7.89,622,32.1,71,46,13,1238,Yes
Kharif,Satara,Wai,Koregaon,Pearl Millet (ICTP-8203),Shallow Black,7.89,923,28.5,77,53,15,0,No
Rabi,Jalgaon,Jamner,Erandol,Wheat (HD-3086),Clay Loam,3.68,284,28.1,60,21,3,0,No
Rabi,Osmanabad,Tuljapur,Washi,Safflower (A-1),Medium Black,3.36,189,29.5,53,39,18,0,No
Rabi,Kolhapur,Shirol,Kagal,Sorghum (CSH-16),Clay Loam,9.27,256,21.5,73,49,17,0,No
Rabi,Dhule,Shirpur,Sakri,Safflower (A-1),Shallow Black,1.06,284,27.8,56,45,18,0,No
Rabi,Ratnagiri,Chiplun,Sangameshwar,Chickpea (Digvijay),Medium Black,1.97,173,24.0,60,30,8,1163,Yes
Kharif,Nagpur,Umred,Nagpur Rural,Groundnut (TG-37A),Laterite,5.05,935,30.1,70,37,15,0,No
Kharif,Aurangabad,Vaijapur,Gangapur,Soybean (MAUS-71),Clay Loam,10.75,793,29.0,65,42,6,2782,Yes
Kharif,Wardha,Arvi,Karanja,Soybean (MAUS-71),Deep Black,2.26,928,27.5,79,43,7,2959,Yes
Kharif,Kolhapur,Karvir,Kolhapur Rural,Groundnut (TG-37A),Deep Black,8.9,694,29.9,70,37,15,1978,Yes
Rabi,Ratnagiri,Chiplun,Dapoli,Safflower (A-1),Clay Loam,7.09,165,26.0,47,39,15,0,No
Kharif,Jalgaon,Jamner,Parola,Rice (DRRH-3),Deep Black,3.62,424,34.0,63,23,13,0,No
Kharif,Amravati,Morshi,Dharni,Pigeonpea (ICPL-87119),Clay Loam,11.85,1073,32.9,82,61,20,0,No
Rabi,Sindhudurg,Oros,Sawantwadi,Sorghum (CSH-23),Clay Loam,3.82,260,29.0,63,45,17,1684,Yes
Rabi,Jalna,Badnapur,Badnapur Town,Sunflower (BSH-1),Clay Loam,11.79,385,20.0,63,57,28,1178,Yes
Kharif,Yavatmal,Digras,Ghatanji,Groundnut (TG-37A),Medium Black,5.25,853,32.7,70,35,16,0,No
Kharif,Thane,Palghar,Mokhada,Rice (SAHABHAGI),Laterite,7.11,691,30.5,63,25,13,0,No
Rabi,Osmanabad,Osmanabad City,Kalamb,Wheat (MP-3288),Clay Loam,10.61,224,28.9,53,25,2,0,No
Kharif,Satara,Karad,Patan,Pearl Millet (ICTP-8203),Deep Black,10.03,1148,25.5,78,54,17,0,No
Rabi,Solapur,Barshi,Mangalvedha,Sunflower (KBSH-53),Medium Black,1.96,163,29.2,49,58,32,0,No
Rabi,Jalna,Badnapur,Ambad,Safflower (A-1),Laterite,8.83,345,24.6,70,43,11,495,Yes
Kharif,Ratnagiri,Dapoli,Dapoli Town,Rice (SAHABHAGI),Clay Loam,1.19,523,32.6,63,26,16,0,No
Rabi,Dhule,Sindkhede,Shirpur,Safflower (PBNS-12),Laterite,11.32,272,22.1,45,39,13,0,No
Rabi,Solapur,Barshi,Karmala,Safflower (A-1),Laterite,11.89,275,29.0,54,43,16,0,No
Kharif,Ahmednagar,Kopargaon,Rahuri,Groundnut (JL-24),Shallow Black,2.87,778,31.7,74,33,17,0,No
Rabi,Amravati,Morshi,Morshi Town,Chickpea (Digvijay),Shallow Black,5.53,495,21.5,70,30,7,934,Yes
Kharif,Mumbai,Mumbai Suburban,Andheri,Groundnut (TG-37A),Clay Loam,1.9,555,29.2,62,40,17,1757,Yes
Kharif,Osmanabad,Tuljapur,Lohara,Pearl Millet (ICTP-8203),Clay Loam,4.96,417,32.2,67,45,15,1433,Yes
Rabi,Chandrapur,Ballarpur,Ballarpur Town,Safflower (PBNS-12),Shallow Black,2.43,239,28.4,46,41,11,0,No
Rabi,Nashik,Satana,Deola,Sorghum (CSH-23),Medium Black,5.69,343,24.2,60,45,15,0,No
Rabi,Nashik,Niphad,Igatpuri,Chickpea (Digvijay),Clay Loam,5.21,331,18.4,54,28,12,1860,Yes
Rabi,Osmanabad,Tuljapur,Tuljapur Town,Wheat (MP-3288),Medium Black,8.86,268,27.0,56,24,3,0,No
Kharif,Nanded,Nanded City,Mahur,Groundnut (TG-37A),Deep Black,5.65,949,31.9,77,39,19,0,No
Kharif,Mumbai,Mumbai Suburban,Juhu,Pearl Millet (ICTP-8203),Medium Black,7.12,602,33.9,61,51,13,1148,Yes
Rabi,Jalgaon,Jamner,Chopda,Chickpea (Digvijay),Clay Loam,9.11,204,25.6,56,22,8,0,No
Kharif,Kolhapur,Karvir,Panhala,Cotton (NH-615),Medium Black,6.97,1175,30.2,68,84,30,1306,Yes
Rabi,Mumbai,Mumbai City,Marine Drive,Chickpea (JG-16),Deep Black,4.13,274,22.3,60,27,7,1796,Yes
Rabi,Aurangabad,Gangapur,Sillod,Sorghum (CSH-23),Shallow Black,6.49,371,20.0,66,40,11,0,No
Rabi,Aurangabad,Gangapur,Paithan,Sunflower (KBSH-53),Clay Loam,2.85,279,20.0,62,60,35,0,No
Rabi,Hingoli,Basmath,Kalamnuri,Sorghum (CSH-23),Shallow Black,3.47,333,24.3,65,37,14,0,No
Kharif,Chandrapur,Ballarpur,Mul,Cotton (NH-615),Deep Black,3.24,543,34.9,60,76,32,2184,Yes
Rabi,Wardha,Hinganghat,Ashti,Sorghum (CSH-16),Clay Loam,11.35,433,26.5,58,50,15,2886,Yes
Kharif,Osmanabad,Osmanabad City,Osmanabad City,Soybean (MACS-450),Shallow Black,10.67,448,33.8,72,47,2,1041,Yes
Rabi,Solapur,Barshi,Malshiras,Sorghum (CSH-23),Medium Black,6.0,293,26.8,62,45,15,1853,Yes
Kharif,Wardha,Hinganghat,Arvi,Groundnut (JL-24),Laterite,1.78,835,29.3,69,36,13,750,Yes
Rabi,Yavatmal,Pusad,Umarkhed,Sunflower (BSH-1),Medium Black,10.26,493,21.6,71,48,31,1772,Yes
Kharif,Akola,Balapur,Akot,Pigeonpea (ICPL-87119),Clay Loam,7.04,516,34.6,75,55,20,0,No
Rabi,Osmanabad,Tuljapur,Lohara,Chickpea (Vijay),Medium Black,5.52,322,24.6,52,25,11,2121,Yes
Kharif,Parbhani,Jintur,Manwath,Cotton (NSP-1135),Laterite,4.88,415,32.1,70,77,29,923,Yes
Rabi,Ahmednagar,Sangamner,Akole,Sunflower (BSH-1),Medium Black,11.22,209,25.3,54,60,28,0,No
Kharif,Wardha,Hinganghat,Hinganghat Town,Cotton (NSP-1135),Medium Black,11.89,931,32.7,70,74,29,1321,Yes
Rabi,Mumbai,Mumbai Suburban,Juhu,Wheat (HI-1500),Laterite,4.13,332,25.8,45,17,5,0,No
Rabi,Hingoli,Basmath,Kalamnuri,Safflower (PBNS-12),Medium Black,9.39,279,27.1,51,48,11,0,No
Rabi,Amravati,Chandur,Chikhaldara,Sorghum (CSH-23),Deep Black,9.42,309,27.3,70,41,13,1951,Yes
Rabi,Thane,Palghar,Jawhar,Chickpea (Digvijay),Shallow Black,6.49,164,28.3,45,28,8,0,No
Kharif,Chandrapur,Ballarpur,Nagbhid,Pigeonpea (ICPL-87119),Laterite,11.75,706,31.4,61,59,21,769,Yes
Rabi,Yavatmal,Pusad,Wani,Sorghum (CSH-16),Deep Black,2.2,433,24.5,58,35,16,2973,Yes
Kharif,Sindhudurg,Kankavli,Kudal,Pigeonpea (ICPL-87119),Shallow Black,3.72,706,30.7,74,56,18,0,No
Kharif,Ahmednagar,Sangamner,Pathardi,Groundnut (JL-24),Medium Black,6.27,659,29.9,72,39,17,1936,Yes
Kharif,Nagpur,Umred,Umred Town,Rice (SAHABHAGI),Medium Black,3.57,1016,34.7,83,23,12,2819,Yes
Rabi,Chandrapur,Ballarpur,Ballarpur Town,Sunflower (KBSH-53),Deep Black,2.07,165,23.4,53,66,30,0,No
Kharif,Sangli,Tasgaon,Khanapur,Rice (DRRH-3),Shallow Black,11.62,667,25.2,78,30,15,1979,Yes
Kharif,Ahmednagar,Kopargaon,Rahata,Groundnut (TG-37A),Clay Loam,3.2,829,33.8,70,35,18,0,No
Kharif,Wardha,Hinganghat,Seloo,Pigeonpea (ICPL-87119),Clay Loam,8.62,1066,27.9,83,62,23,0,No
Kharif,Ahmednagar,Kopargaon,Nevasa,Groundnut (JL-24),Clay Loam,4.76,646,26.7,60,35,12,1801,Yes
Kharif,Thane,Palghar,Dahanu,Rice (DRRH-3),Shallow Black,4.36,654,30.6,71,29,16,0,No
Rabi,Satara,Wai,Jaoli,Sorghum (CSH-16),Shallow Black,10.19,435,22.5,60,53,14,1804,Yes
Rabi,Sindhudurg,Kankavli,Kudal,Chickpea (Digvijay),Medium Black,4.06,289,26.9,48,34,12,0,No
Kharif,Wardha,Hinganghat,Ashti,Cotton (NSP-1135),Shallow Black,10.64,744,33.0,66,80,31,1635,Yes
Rabi,Ahmednagar,Sangamner,Rahata,Sunflower (BSH-1),Shallow Black,3.75,353,24.9,63,55,29,1044,Yes
Rabi,Jalgaon,Bhusawal,Chopda,Safflower (PBNS-12),Deep Black,5.8,155,30.0,48,41,16,0,No
Kharif,Akola,Akot,Patur,Groundnut (TG-37A),Medium Black,1.81,614,28.6,74,32,15,2006,Yes
Kharif,Dhule,Sindkhede,Shirpur,Soybean (JS-335),Clay Loam,4.82,743,35.6,70,48,3,1788,Yes
Kharif,Nanded,Mudkhed,Kinwat,Pigeonpea (ICPL-87119),Medium Black,7.28,830,34.1,66,62,19,0,No
Kharif,Yavatmal,Digras,Ghatanji,Cotton (NH-615),Shallow Black,2.12,905,29.6,85,72,29,0,No
Rabi,Osmanabad,Osmanabad City,Kalamb,Wheat (HD-3086),Medium Black,4.17,177,24.8,57,22,4,2392,Yes
Rabi,Akola,Akot,Akot Town,Sorghum (CSH-16),Laterite,10.98,304,27.1,46,52,16,0,No
Rabi,Hingoli,Aundha Nagnath,Sengaon,Sorghum (CSH-23),Laterite,4.3,194,26.7,55,43,17,1439,Yes
Rabi,Yavatmal,Digras,Darwha,Chickpea (Digvijay),Medium Black,3.02,424,26.5,71,39,8,0,No
Kharif,Osmanabad,Tuljapur,Lohara,Soybean (MAUS-71),Laterite,8.32,486,30.9,64,42,5,0,No
Kharif,Solapur,Mohol,Malshiras,Rice (DRRH-3),Medium Black,7.89,526,32.9,73,26,13,0,No
Kharif,Sindhudurg,Kankavli,Dodamarg,Cotton (NSP-1136),Clay Loam,4.35,784,29.8,58,79,29,1649,Yes
Kharif,Aurangabad,Gangapur,Sillod,Pearl Millet (ICTP-8203),Deep Black,5.64,517,29.5,64,49,15,1839,Yes
Rabi,Sindhudurg,Kankavli,Sawantwadi,Sorghum (CSH-23),Laterite,2.38,238,22.6,53,43,17,0,No
Kharif,Buldhana,Chikhli,Lonar,Pigeonpea (BSMR-736),Deep Black,2.22,775,32.5,71,64,19,0,No
Rabi,Kolhapur,Karvir,Panhala,Chickpea (Vijay),Shallow Black,6.74,376,21.7,71,32,9,1554,Yes
Rabi,Chandrapur,Brahmapuri,Sindewahi,Wheat (HI-1500),Medium Black,7.52,282,23.3,50,25,2,0,No
Kharif,Dhule,Sindkhede,Shirpur,Groundnut (TG-37A),Medium Black,2.92,682,34.0,65,31,15,1235,Yes
Rabi,Ahmednagar,Kopargaon,Shrirampur,Sunflower (BSH-1),Medium Black,7.66,303,20.1,63,64,29,921,Yes
Kharif,Dhule,Sindkhede,Dhule City,Rice (SAHABHAGI),Shallow Black,2.69,650,29.3,69,33,14,0,No
Kharif,Jalna,Badnapur,Badnapur Town,Soybean (JS-335),Deep Black,6.51,874,31.0,73,36,2,2855,Yes
Kharif,Aurangabad,Vaijapur,Phulambri,Groundnut (TG-37A),Clay Loam,7.68,526,27.4,79,41,17,1597,Yes
Kharif,Yavatmal,Pusad,Wani,Cotton (NH-615),Clay Loam,2.51,746,32.9,70,66,29,1938,Yes
Kharif,Latur,Udgir,Deoni,Pigeonpea (ICPL-87119),Medium Black,8.21,754,33.0,58,71,18,1111,Yes
Rabi,Nashik,Niphad,Dabhadi,Wheat (MP-3288),Clay Loam,7.99,280,25.6,59,21,2,0,No
Kharif,Solapur,Mohol,Karmala,Rice (SAHABHAGI),Medium Black,4.65,760,34.7,75,16,19,0,No
Rabi,Thane,Bhiwandi,Palghar,Chickpea (JG-16),Clay Loam,7.64,165,30.0,65,27,8,0,No
Rabi,Mumbai,Mumbai Suburban,Santa Cruz,Wheat (HD-3086),Laterite,4.14,150,29.9,46,16,2,0,No
Rabi,Osmanabad,Osmanabad City,Kalamb,Chickpea (Vijay),Medium Black,11.66,293,24.5,55,37,9,2275,Yes
Kharif,Aurangabad,Gangapur,Sillod,Soybean (JS-335),Shallow Black,6.69,718,26.0,61,44,2,1554,Yes
Kharif,Thane,Palghar,Vasai,Soybean (MAUS-71),Clay Loam,9.5,438,31.4,61,40,5,0,No
Kharif,Ratnagiri,Chiplun,Rajapur,Pigeonpea (ICPL-87119),Deep Black,10.96,469,33.7,56,64,22,0,No
Kharif,Akola,Balapur,Balapur Town,Cotton (NH-615),Medium Black,10.92,529,35.6,68,66,31,1592,Yes
Kharif,Sangli,Miraj,Shirala,Soybean (MACS-450),Laterite,1.28,855,30.8,69,43,5,2399,Yes
Rabi,Ahmednagar,Kopargaon,Rahuri,Chickpea (Vijay),Laterite,10.68,299,18.0,51,28,9,1385,Yes
Kharif,Thane,Bhiwandi,Kalyan,Pearl Millet (DHANASHREE),Clay Loam,1.05,526,33.8,57,41,13,1487,Yes
Rabi,Nagpur,Umred,Kuhi,Safflower (A-1),Medium Black,8.2,425,24.3,65,43,15,1378,Yes
Kharif,Jalgaon,Bhusawal,Chopda,Pigeonpea (BSMR-736),Deep Black,1.63,684,30.6,73,62,17,0,No
Kharif,Solapur,Mohol,Mangalvedha,Rice (DRRH-3),Medium Black,2.92,536,33.4,74,18,12,0,No
Rabi,Yavatmal,Digras,Ghatanji,Chickpea (Vijay),Medium Black,7.74,399,22.2,61,35,12,1548,Yes
Rabi,Pune,Baramati,Pimpli,Wheat (MP-3288),Shallow Black,9.18,276,17.4,56,15,2,0,No
Rabi,Solapur,Barshi,Karmala,Wheat (MP-3288),Clay Loam,7.52,194,29.5,56,24,2,0,No
Kharif,Ratnagiri,Chiplun,Lanja,Soybean (MAUS-71),Laterite,5.86,417,30.9,69,44,4,1147,Yes
Rabi,Nagpur,Katol,Bhiwapur,Sorghum (CSH-23),Laterite,10.07,398,21.2,69,38,16,0,No
Rabi,Sangli,Miraj,Walwa,Sorghum (CSH-16),Laterite,11.32,287,21.8,73,38,14,0,No
Rabi,Sindhudurg,Oros,Sawantwadi,Wheat (MP-3288),Clay Loam,8.51,297,28.1,57,22,2,0,No
Kharif,Kolhapur,Shirol,Ajra,Rice (SAHABHAGI),Medium Black,8.72,1034,30.7,84,31,15,2675,Yes
Rabi,Sindhudurg,Kankavli,Vengurla,Wheat (HI-1500),Clay Loam,2.78,332,23.7,62,23,3,4818,Yes
Rabi,Thane,Bhiwandi,Palghar,Sorghum (CSH-23),Shallow Black,4.58,179,22.2,58,46,14,0,No
Rabi,Yavatmal,Digras,Ghatanji,Wheat (MP-3288),Deep Black,5.6,342,23.1,59,15,2,4355,Yes
Kharif,Jalna,Badnapur,Jafrabad,Cotton (NSP-1136),Deep Black,10.64,712,28.8,62,80,26,2654,Yes
Kharif,Osmanabad,Osmanabad City,Tuljapur,Pigeonpea (BSMR-736),Shallow Black,3.57,492,34.5,70,55,20,0,No
Kharif,Nagpur,Umred,Umred Town,Groundnut (JL-24),Shallow Black,10.21,708,30.5,79,30,15,0,No
Rabi,Yavatmal,Digras,Mahagaon,Sorghum (CSH-16),Shallow Black,6.27,353,26.9,59,55,14,2069,Yes
Kharif,Sangli,Tasgaon,Tasgaon Town,Pearl Millet (ICTP-8203),Shallow Black,6.02,807,31.7,81,59,16,0,No
Rabi,Nashik,Niphad,Sinnar,Safflower (PBNS-12),Shallow Black,3.49,252,23.3,54,45,16,688,Yes
Rabi,Chandrapur,Ballarpur,Chimur,Wheat (MP-3288),Medium Black,8.48,298,23.4,45,17,2,0,No
Rabi,Jalna,Ambad,Ghansawangi,Chickpea (JG-16),Laterite,6.79,351,21.3,51,35,10,1593,Yes
Rabi,Amravati,Morshi,Teosa,Sunflower (KBSH-53),Medium Black,1.42,395,26.9,65,55,28,1260,Yes
Kharif,Aurangabad,Gangapur,Sillod,Cotton (NH-615),Deep Black,5.1,534,29.6,60,82,28,2402,Yes
Kharif,Chandrapur,Brahmapuri,Nagbhid,Rice (DRRH-3),Medium Black,5.21,487,33.8,70,22,13,0,No
Rabi,Jalgaon,Bhusawal,Yawal,Sorghum (CSH-16),Clay Loam,11.79,320,24.8,55,47,18,0,No
Kharif,Chandrapur,Brahmapuri,Sindewahi,Soybean (JS-335),Laterite,6.93,570,31.2,57,41,6,0,No
Kharif,Sindhudurg,Kankavli,Kankavli Town,Cotton (NSP-1135),Clay Loam,7.83,746,33.3,71,73,26,1719,Yes
Rabi,Ahmednagar,Kopargaon,Kopargaon Town,Wheat (MP-3288),Deep Black,10.14,325,23.1,70,17,2,4203,Yes
Kharif,Latur,Ahmadpur,Ahmadpur Town,Groundnut (JL-24),Clay Loam,5.27,526,32.9,61,43,14,1187,Yes
Kharif,Thane,Palghar,Jawhar,Pearl Millet (DHANASHREE),Shallow Black,7.84,785,31.3,57,38,14,683,Yes
Kharif,Amravati,Chandur,Warud,Groundnut (JL-24),Deep Black,9.61,1045,29.9,85,34,14,0,No
Rabi,Chandrapur,Brahmapuri,Mul,Chickpea (JG-16),Deep Black,7.53,258,23.4,60,27,11,1783,Yes
Rabi,Hingoli,Aundha Nagnath,Sengaon,Chickpea (Digvijay),Laterite,8.47,155,28.5,48,33,11,0,No
Kharif,Sindhudurg,Oros,Sawantwadi,Cotton (NSP-1135),Shallow Black,3.91,672,34.1,66,76,28,1853,Yes
Rabi,Mumbai,Mumbai Suburban,Juhu,Sunflower (BSH-1),Deep Black,7.97,221,26.7,59,58,32,1128,Yes
Rabi,Nanded,Deglur,Deglur Town,Sunflower (KBSH-53),Laterite,6.78,395,26.0,59,62,28,1054,Yes
Kharif,Wardha,Arvi,Arvi Town,Cotton (NH-615),Clay Loam,1.87,829,31.4,80,74,30,1638,Yes
Kharif,Buldhana,Khamgaon,Motala,Pearl Millet (DHANASHREE),Medium Black,8.53,775,28.4,73,49,16,830,Yes
Kharif,Mumbai,Mumbai Suburban,Kandivali,Groundnut (JL-24),Deep Black,1.65,687,32.2,73,35,10,1409,Yes
Rabi,Nanded,Loha,Mudkhed,Chickpea (Vijay),Clay Loam,5.65,407,23.6,73,33,7,0,No
Rabi,Yavatmal,Pusad,Digras,Safflower (A-1),Medium Black,10.39,429,21.5,75,43,13,1237,Yes
Kharif,Thane,Palghar,Shahapur,Groundnut (JL-24),Clay Loam,10.83,690,28.8,67,44,14,1779,Yes
Rabi,Yavatmal,Pusad,Umarkhed,Safflower (PBNS-12),Medium Black,1.84,486,22.0,57,40,14,1411,Yes
Rabi,Nagpur,Umred,Kamptee,Sunflower (BSH-1),Deep Black,3.42,465,21.0,72,56,28,2069,Yes
Rabi,Chandrapur,Ballarpur,Brahmapuri,Sunflower (BSH-1),Medium Black,2.99,220,28.2,56,60,24,0,No
Rabi,Nagpur,Umred,Umred Town,Sunflower (KBSH-53),Shallow Black,9.3,336,20.3,71,53,31,0,No
Kharif,Pune,Indapur,Talwade,Pearl Millet (DHANASHREE),Medium Black,10.34,692,29.5,70,49,11,859,Yes
Kharif,Akola,Balapur,Balapur Town,Pearl Millet (DHANASHREE),Laterite,8.94,799,35.0,75,43,15,543,Yes
Rabi,Chandrapur,Brahmapuri,Gondpipri,Wheat (HI-1500),Clay Loam,7.83,303,25.8,51,15,5,0,No
Rabi,Ahmednagar,Kopargaon,Nevasa,Sunflower (BSH-1),Laterite,11.12,351,21.1,55,61,29,1043,Yes
Kharif,Akola,Balapur,Patur,Groundnut (TG-37A),Medium Black,4.6,730,33.9,63,34,18,0,No
Kharif,Aurangabad,Gangapur,Kannad,Pigeonpea (BSMR-736),Medium Black,5.16,510,31.7,67,59,19,0,No
Kharif,Buldhana,Chikhli,Jalgaon Jamod,Pigeonpea (ICPL-87119),Shallow Black,7.86,631,33.4,60,50,21,822,Yes
Rabi,Buldhana,Chikhli,Chikhli Town,Chickpea (Digvijay),Laterite,1.16,253,23.1,46,29,9,1069,Yes
Rabi,Latur,Udgir,Ahmadpur,Safflower (A-1),Shallow Black,3.58,201,23.6,55,38,13,667,Yes
Rabi,Nanded,Mukhed,Kinwat,Chickpea (Vijay),Shallow Black,11.05,445,25.0,69,26,11,896,Yes
Kharif,Jalgaon,Bhusawal,Chopda,Pearl Millet (ICTP-8203),Shallow Black,2.64,763,35.1,72,48,14,0,No
Kharif,Jalgaon,Bhusawal,Raver,Pigeonpea (ICPL-87119),Clay Loam,1.14,419,33.6,63,51,18,0,No
Kharif,Hingoli,Aundha Nagnath,Hingoli City,Groundnut (TG-37A),Clay Loam,2.78,734,30.4,71,44,12,0,No
Rabi,Sindhudurg,Kankavli,Malvan,Wheat (HD-3086),Shallow Black,11.11,349,27.4,65,15,2,2233,Yes
Rabi,Aurangabad,Gangapur,Kannad,Sorghum (CSH-16),Shallow Black,3.89,309,24.2,51,45,12,0,No
Rabi,Jalna,Ambad,Badnapur,Wheat (HD-3086),Shallow Black,9.08,222,18.2,54,26,2,0,No
Rabi,Pune,Baramati,Nimgaon,Sunflower (BSH-1),Laterite,6.35,361,18.5,75,67,29,0,No
Rabi,Pune,Baramati,Murti,Wheat (MP-3288),Medium Black,5.17,392,19.4,60,26,6,4351,Yes
Rabi,Yavatmal,Digras,Mahagaon,Sunflower (KBSH-53),Clay Loam,9.74,406,21.3,60,65,29,1668,Yes
Rabi,Mumbai,Mumbai City,Colaba,Safflower (A-1),Clay Loam,10.23,280,29.7,48,50,14,0,No
Kharif,Latur,Udgir,Renapur,Pigeonpea (BSMR-736),Deep Black,4.62,707,35.6,60,55,19,1150,Yes
Rabi,Sindhudurg,Kankavli,Dodamarg,Safflower (A-1),Laterite,11.51,180,27.5,56,49,12,0,No
Kharif,Buldhana,Khamgaon,Lonar,Pigeonpea (ICPL-87119),Laterite,10.19,552,30.6,61,62,19,0,No
Kharif,Buldhana,Chikhli,Khamgaon,Rice (SAHABHAGI),Medium Black,11.53,521,30.5,70,22,18,0,No
Rabi,Akola,Balapur,Murtizapur,Wheat (HI-1500),Laterite,11.09,321,23.2,56,28,2,3337,Yes
Rabi,Nashik,Satana,Kalwan,Chickpea (Vijay),Deep Black,7.69,366,21.5,56,29,10,2166,Yes
Kharif,Nanded,Bhokar,Deglur,Pearl Millet (DHANASHREE),Shallow Black,10.94,1034,28.8,67,53,16,735,Yes
Kharif,Osmanabad,Osmanabad City,Kalamb,Rice (DRRH-3),Medium Black,10.51,730,34.3,58,28,12,0,No
Kharif,Hingoli,Basmath,Aundha Nagnath,Cotton (NSP-1136),Deep Black,4.54,594,28.8,66,69,25,2591,Yes
Rabi,Ahmednagar,Kopargaon,Sangamner,Wheat (MP-3288),Clay Loam,3.11,336,24.3,62,15,2,3879,Yes
Kharif,Mumbai,Mumbai Suburban,Juhu,Pearl Millet (DHANASHREE),Laterite,10.09,614,31.4,64,49,12,855,Yes
Kharif,Dhule,Sindkhede,Dhule City,Pigeonpea (ICPL-87119),Deep Black,7.3,587,35.1,68,65,23,0,No
Rabi,Amravati,Morshi,Nandgaon,Wheat (MP-3288),Deep Black,3.48,399,20.4,65,18,3,5656,Yes
Kharif,Nanded,Nanded City,Gurudwara,Rice (DRRH-3),Medium Black,7.82,1093,28.6,79,18,16,3512,Yes
Rabi,Pune,Junnar,Ale,Sorghum (CSH-23),Shallow Black,8.39,399,19.3,59,43,16,0,No
Kharif,Nagpur,Umred,Kamptee,Pearl Millet (ICTP-8203),Laterite,9.89,1086,31.4,72,52,18,593,Yes
